"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"
        Test that moving the mouse out of the top of the viewport
        triggers the exit intent modal.
        ","900","test_modal_triggers_on_exit_intent[chromium]","tests","2026-08-07","passed","2026-08-07","TestExitIntentPage","test_exit_intent_page","",""
"
        Test that the heading and description text are correct and visible.
        ","3987","test_page_content_is_correct[chromium]","tests","2026-08-07","passed","2026-08-07","TestBrokenImagesPage","test_broken_images_page","",""
"
        Test that the new window navigates to the correct URL.
        ","1509","test_new_window_url_is_correct[chromium]","tests","2026-08-07","passed","2026-08-07","TestMultipleWindowsPage","test_multiple_windows_page","",""
"Test adding multiple elements creates one new delete button per click.","1618","test_add_multiple_elements[chromium]","tests","2026-08-07","passed","2026-08-07","TestAddRemoveElementsPage","test_add_remove_elements_page","",""
"
        Test that the Example 1 content is hidden before clicking Start.
        ","13","test_example1_content_is_hidden_initially[chromium]","tests","2026-08-07","passed","2026-08-07","TestDynamicLoadingPage","test_dynamic_loading_page","",""
"
        Test that the File Uploader heading is visible.
        ","1412","test_uploader_heading_is_visible[chromium]","tests","2026-08-07","passed","2026-08-07","TestFileUploadPage","test_file_upload_page","",""
"
        Test that pressing a special key (Enter) displays the correct result.
        ","1337","test_send_special_key[chromium]","tests","2026-08-07","passed","2026-08-07","TestKeyPressesPage","test_key_presses_page","",""
"
        Test that the page heading is visible.
        ","1390","test_page_heading_is_visible[chromium]","tests","2026-08-07","passed","2026-08-07","TestFileDownloadPage","test_file_download_page","",""
"
        Test that the single value slider is visible.
        ","1906","test_single_slider_is_visible[chromium]","tests","2026-08-07","passed","2026-08-07","TestHorizontalSliderPage","test_horizontal_slider_page","",""
"
        Test that the static page heading and description text are correct
        regardless of A/B version.
        ","2939","test_page_heading_and_description_text_are_correct[chromium]","tests","2026-08-07","passed","2026-08-07","TestABTestingPage","test_ab_testing_page","",""
"
        Test that checking all items individually checks Select All.
        ","2475","test_checking_all_items_checks_select_all[chromium]","tests","2026-08-07","passed","2026-08-07","TestCheckboxesPage","test_checkboxes_page","",""
"
        Test that the page heading is visible.
        ","1392","test_page_heading_is_visible[chromium]","tests","2026-08-07","passed","2026-08-07","TestEntryAdPage","test_entry_ad_page","",""
"
        Test that loaded paragraphs contain text content.
        ","12","test_paragraphs_have_content[chromium]","tests","2026-08-07","passed","2026-08-07","TestInfiniteScrollPage","test_infinite_scroll_page","",""
"
        Test that clicking Randomize Content changes the displayed images.
        ","1487","test_images_change_on_randomize[chromium]","tests","2026-08-07","passed","2026-08-07","TestDynamicContentPage","test_dynamic_content_page","",""
"
        Test that clicking Remove removes the checkbox from the DOM.
        ","1845","test_remove_checkbox[chromium]","tests","2026-08-07","passed","2026-08-07","TestDynamicControlsPage","test_dynamic_controls_page","",""
"
        Test that the Dynamic Content heading is visible.
        ","1910","test_page_heading_is_visible[chromium]","tests","2026-08-07","passed","2026-08-07","TestDynamicContentPage","test_dynamic_content_page","",""
"
        Test that hovering over the Share menu item triggers the sub-menu.
        ","1430","test_hover_share_item_triggers_sub_menu[chromium]","tests","2026-08-07","passed","2026-08-07","TestContextMenuPage","test_context_menu_page","",""
"
        Test that clicking the About tab shows the About content.
        ","1332","test_click_about_tab_shows_content[chromium]","tests","2026-08-07","passed","2026-08-07","TestDisappearingElementsPage","test_disappearing_elements_page","",""
"
        Test that the page heading is visible.
        ","2412","test_page_heading_is_visible[chromium]","tests","2026-08-07","passed","2026-08-07","TestFloatingMenuPage","test_floating_menu_page","",""
"
        Test that dragging the item from column A to column B works.
        ","1399","test_drag_item_to_column_b[chromium]","tests","2026-08-07","passed","2026-08-07","TestDragAndDropPage","test_drag_and_drop_page","",""
"
        Test that the original page URL remains unchanged after opening a new window.
        ","1587","test_original_page_url_unchanged_after_opening_new_window[chromium]","tests","2026-08-07","passed","2026-08-07","TestMultipleWindowsPage","test_multiple_windows_page","",""
"
        Test that broken images fail to load (naturalWidth == 0).
        ","911","test_broken_images_fail_to_load[chromium]","tests","2026-08-07","passed","2026-08-07","TestBrokenImagesPage","test_broken_images_page","",""
"Verify that the small resource status banner appears after loading.","5757","test_small_resource_banner_visible[chromium]","tests","2026-08-07","passed","2026-08-07","TestSlowResourcesPage","test_slow_resources_page","",""
"
        Test that the Back to Home link is visible in the new window.
        ","1650","test_new_window_back_to_home_link_is_visible[chromium]","tests","2026-08-07","passed","2026-08-07","TestMultipleWindowsPage","test_multiple_windows_page","",""
"
        Test that refreshing the page changes the displayed content.
        ","3578","test_content_changes_on_refresh[chromium]","tests","2026-08-07","passed","2026-08-07","TestDynamicContentPage","test_dynamic_content_page","",""
"
        Test that multiple consecutive scrolls continue to load more content.
        ","1963","test_multiple_scrolls_load_incremental_content[chromium]","tests","2026-08-07","passed","2026-08-07","TestInfiniteScrollPage","test_infinite_scroll_page","",""
"
        Test that multiple new windows can be opened simultaneously.
        ","2760","test_multiple_new_windows_can_be_opened[chromium]","tests","2026-08-07","passed","2026-08-07","TestMultipleWindowsPage","test_multiple_windows_page","",""
"
        Test that clicking Disable disables the text input.
        ","1413","test_disable_text_input[chromium]","tests","2026-08-07","passed","2026-08-07","TestDynamicControlsPage","test_dynamic_controls_page","",""
"
        Test that dragging the item from column A to column C works.
        ","3415","test_drag_item_to_column_c[chromium]","tests","2026-08-07","passed","2026-08-07","TestDragAndDropPage","test_drag_and_drop_page","",""
"
        Test that hovering over User 2 image shows the caption.
        ","863","test_user_2_caption_visible_on_hover[chromium]","tests","2026-08-07","passed","2026-08-07","TestHoversPage","test_hovers_page","",""
"
        Test that clicking Add brings the checkbox back.
        ","930","test_add_checkbox[chromium]","tests","2026-08-07","passed","2026-08-07","TestDynamicControlsPage","test_dynamic_controls_page","",""
"
        Test that the checkbox is visible on page load.
        ","896","test_checkbox_is_visible_initially[chromium]","tests","2026-08-07","passed","2026-08-07","TestDynamicControlsPage","test_dynamic_controls_page","",""
"
        Test that clicking the Home tab shows the Home content.
        ","1377","test_click_home_tab_shows_content[chromium]","tests","2026-08-07","passed","2026-08-07","TestDisappearingElementsPage","test_disappearing_elements_page","",""
"
        Test that the exit intent modal has body text.
        ","1867","test_modal_has_body_text[chromium]","tests","2026-08-07","passed","2026-08-07","TestExitIntentPage","test_exit_intent_page","",""
"
        Test that dragging the item from column C to column D works.
        ","1497","test_drag_item_from_c_to_d[chromium]","tests","2026-08-07","passed","2026-08-07","TestDragAndDropPage","test_drag_and_drop_page","",""
"
        Test that the floating menu reappears when scrolling back up.
        ","1800","test_menu_reappears_on_scroll_up[chromium]","tests","2026-08-07","passed","2026-08-07","TestFloatingMenuPage","test_floating_menu_page","",""
"
        Test that the floating menu hides when scrolling down.
        ","611","test_menu_hides_on_scroll_down[chromium]","tests","2026-08-07","passed","2026-08-07","TestFloatingMenuPage","test_floating_menu_page","",""
"
        Test that the modal has a title.
        ","1840","test_modal_has_title[chromium]","tests","2026-08-07","passed","2026-08-07","TestEntryAdPage","test_entry_ad_page","",""
"
        Test that the page heading is visible.
        ","1880","test_page_heading_is_visible[chromium]","tests","2026-08-07","passed","2026-08-07","TestMultipleWindowsPage","test_multiple_windows_page","",""
"
        Test that the Randomize Content button is visible.
        ","1917","test_randomize_button_is_visible[chromium]","tests","2026-08-07","passed","2026-08-07","TestDynamicContentPage","test_dynamic_content_page","",""
"
        Test that the draggable item is in column A initially.
        ","1897","test_draggable_item_in_column_a_initially[chromium]","tests","2026-08-07","passed","2026-08-07","TestDragAndDropPage","test_drag_and_drop_page","",""
"
        Test that the new window content section is visible.
        ","1744","test_new_window_content_is_visible[chromium]","tests","2026-08-07","passed","2026-08-07","TestMultipleWindowsPage","test_multiple_windows_page","",""
"
        Test that the Basic Checkboxes heading is visible.
        ","896","test_page_heading_is_visible[chromium]","tests","2026-08-07","passed","2026-08-07","TestCheckboxesPage","test_checkboxes_page","",""
"
        Test that clicking Click Here opens a new window.
        ","3608","test_click_here_opens_new_window[chromium]","tests","2026-08-07","passed","2026-08-07","TestMultipleWindowsPage","test_multiple_windows_page","",""
"
        Test that the card body paragraph for the active A/B version is visible
        and has correct content.
        ","3405","test_active_version_card_body_content_is_displayed[chromium]","tests","2026-08-07","passed","2026-08-07","TestABTestingPage","test_ab_testing_page","",""
"
        Test that right-clicking the hot-spot area triggers the custom context menu.
        ","1363","test_right_click_triggers_context_menu[chromium]","tests","2026-08-07","passed","2026-08-07","TestContextMenuPage","test_context_menu_page","",""
"
        Test that the range slider displays the default values.
        ","1384","test_range_slider_default_values[chromium]","tests","2026-08-07","passed","2026-08-07","TestHorizontalSliderPage","test_horizontal_slider_page","",""
"
        Test that the instruction text is visible.
        ","1391","test_instruction_text_is_visible[chromium]","tests","2026-08-07","passed","2026-08-07","TestFloatingMenuPage","test_floating_menu_page","",""
"
        Test that after dropping the item in column B, it is a child of column B.
        ","1404","test_verify_item_in_column_b_after_drop[chromium]","tests","2026-08-07","passed","2026-08-07","TestDragAndDropPage","test_drag_and_drop_page","",""
"
        Test that all images have non-empty alt text.
        ","14","test_all_images_have_alt_text[chromium]","tests","2026-08-07","passed","2026-08-07","TestBrokenImagesPage","test_broken_images_page","",""
"
        Test that the new window heading is 'New Window'.
        ","1460","test_new_window_heading_is_correct[chromium]","tests","2026-08-07","passed","2026-08-07","TestMultipleWindowsPage","test_multiple_windows_page","",""
"
        Test that both Simple Dropdown and Searchable Combobox headings are visible.
        ","890","test_headings_are_visible[chromium]","tests","2026-08-07","passed","2026-08-07","TestDropdownPage","test_dropdown_page","",""
"
        Test that the Disappearing Elements heading is visible.
        ","874","test_page_heading_is_visible[chromium]","tests","2026-08-07","passed","2026-08-07","TestDisappearingElementsPage","test_disappearing_elements_page","",""
"
        Test that only one A/B version card is visible at a time - never both simultaneously.
        ","1866","test_only_one_ab_version_is_displayed_at_a_time[chromium]","tests","2026-08-07","passed","2026-08-07","TestABTestingPage","test_ab_testing_page","",""
"
        Test that the See it on Google link appears after getting coordinates.
        ","1877","test_google_maps_link_appears[chromium]","tests","2026-08-07","passed","2026-08-07","TestGeolocationPage","test_geolocation_page","",""
"
        Test that clicking JS Confirm and accepting it shows the Ok message.
        ","883","test_handle_js_confirm_accept[chromium]","tests","2026-08-07","passed","2026-08-07","TestJavaScriptAlertsPage","test_javascript_alerts_page","",""
"
        Test that clicking the Portfolio tab shows the Portfolio content.
        ","836","test_click_portfolio_tab_shows_content[chromium]","tests","2026-08-07","passed","2026-08-07","TestDisappearingElementsPage","test_disappearing_elements_page","",""
"
        Test that setting the range slider maximum thumb updates the displayed values.
        ","1115","test_set_range_slider_max[chromium]","tests","2026-08-07","passed","2026-08-07","TestHorizontalSliderPage","test_horizontal_slider_page","",""
"
        Test that clicking the Gallery tab shows the Gallery content if the tab is present.
        ","13","test_click_gallery_tab_shows_content_if_present[chromium]","tests","2026-08-07","passed","2026-08-07","TestDisappearingElementsPage","test_disappearing_elements_page","",""
"
        Test that dragging the item from column D back to column A works.
        ","1497","test_drag_item_from_d_to_a[chromium]","tests","2026-08-07","passed","2026-08-07","TestDragAndDropPage","test_drag_and_drop_page","",""
"
        Test that the table is visible, has initial rows, and that individual row deletions work.
        ","5200","test_table_structure_and_row_deletion[chromium]","tests","2026-08-07","passed","2026-08-07","TestChallengingDomPage","test_challenging_dom_page","",""
"
        Test that checkbox1 is unchecked by default and checkbox2 is checked by default.
        ","1391","test_default_checkbox_states[chromium]","tests","2026-08-07","passed","2026-08-07","TestCheckboxesPage","test_checkboxes_page","",""
"
        Test that the instruction text is visible.
        ","1419","test_instruction_text_is_visible[chromium]","tests","2026-08-07","passed","2026-08-07","TestDynamicContentPage","test_dynamic_content_page","",""
"
        Test that left-clicking outside the menu dismisses the context menu.
        ","915","test_left_click_dismisses_context_menu[chromium]","tests","2026-08-07","passed","2026-08-07","TestContextMenuPage","test_context_menu_page","",""
"
        Test that clicking JS Confirm and dismissing it shows the Cancel message.
        ","2354","test_handle_js_confirm_dismiss[chromium]","tests","2026-08-07","passed","2026-08-07","TestJavaScriptAlertsPage","test_javascript_alerts_page","",""
"
        Test that dragging the item from column B back to column A works.
        ","1047","test_drag_item_back_to_column_a[chromium]","tests","2026-08-07","passed","2026-08-07","TestDragAndDropPage","test_drag_and_drop_page","",""
"
        Test that clicking the Close button dismisses the modal.
        ","3049","test_close_modal[chromium]","tests","2026-08-07","passed","2026-08-07","TestEntryAdPage","test_entry_ad_page","",""
"
        Test that clicking JS Alert and accepting it shows the success message.
        ","1843","test_handle_js_alert[chromium]","tests","2026-08-07","passed","2026-08-07","TestJavaScriptAlertsPage","test_javascript_alerts_page","",""
"
        Test that dragging the item from column B to column C works.
        ","4083","test_drag_item_from_b_to_c[chromium]","tests","2026-08-07","passed","2026-08-07","TestDragAndDropPage","test_drag_and_drop_page","",""
"
        Test that clicking the Close button dismisses the modal.
        ","2355","test_close_modal[chromium]","tests","2026-08-07","passed","2026-08-07","TestExitIntentPage","test_exit_intent_page","",""
"
        Test that the page heading is visible.
        ","2406","test_page_heading_is_visible[chromium]","tests","2026-08-07","passed","2026-08-07","TestHorizontalSliderPage","test_horizontal_slider_page","",""
"
        Test that moving the single slider to a new position updates the displayed value.
        ","1767","test_move_slider_updates_value[chromium]","tests","2026-08-07","passed","2026-08-07","TestHorizontalSliderPage","test_horizontal_slider_page","",""
"
        Test that the Click Here link is visible.
        ","885","test_click_here_link_is_visible[chromium]","tests","2026-08-07","passed","2026-08-07","TestMultipleWindowsPage","test_multiple_windows_page","",""
"
        Test that the page heading is visible.
        ","1892","test_page_heading_is_visible[chromium]","tests","2026-08-07","passed","2026-08-07","TestExitIntentPage","test_exit_intent_page","",""
"
        Test that the modal has body text.
        ","2840","test_modal_has_body_text[chromium]","tests","2026-08-07","passed","2026-08-07","TestEntryAdPage","test_entry_ad_page","",""
"
        Test that the Infinite Scroll page heading is visible.
        ","882","test_page_heading_is_visible[chromium]","tests","2026-08-07","passed","2026-08-07","TestInfiniteScrollPage","test_infinite_scroll_page","",""
"
        Test that disabled checkboxes cannot be changed.
        ","1950","test_disabled_checkboxes_cannot_be_changed[chromium]","tests","2026-08-07","passed","2026-08-07","TestCheckboxesPage","test_checkboxes_page","",""
"Test removing a single element removes only that button.","1496","test_remove_single_element[chromium]","tests","2026-08-07","passed","2026-08-07","TestAddRemoveElementsPage","test_add_remove_elements_page","",""
"
        Test that clicking JS Prompt, entering text, and accepting it shows the entered text.
        ","844","test_handle_js_prompt_accept[chromium]","tests","2026-08-07","passed","2026-08-07","TestJavaScriptAlertsPage","test_javascript_alerts_page","",""
"
        Test that the instruction text is visible.
        ","1401","test_instruction_text_is_visible[chromium]","tests","2026-08-07","passed","2026-08-07","TestKeyPressesPage","test_key_presses_page","",""
"
        Test that unchecking an individual item unchecks Select All.
        ","915","test_unchecking_item_unchecks_select_all[chromium]","tests","2026-08-07","passed","2026-08-07","TestCheckboxesPage","test_checkboxes_page","",""
"
        Test that the Key Presses heading is visible.
        ","1419","test_page_heading_is_visible[chromium]","tests","2026-08-07","passed","2026-08-07","TestKeyPressesPage","test_key_presses_page","",""
"
        Test that searching for Next.js in the combobox and selecting it updates the button text.
        ","1617","test_combobox_search_and_select_nextjs[chromium]","tests","2026-08-07","passed","2026-08-07","TestDropdownPage","test_dropdown_page","",""
"
        Test that clicking the stale button shows the success description.
        ","843","test_click_stale_button_shows_success_description[chromium]","tests","2026-08-07","passed","2026-08-07","TestStaleElementPage","test_stale_element_page","",""
"
        Test that newly loaded content is different from initial content.
        ","1413","test_new_content_is_different[chromium]","tests","2026-08-07","passed","2026-08-07","TestInfiniteScrollPage","test_infinite_scroll_page","",""
"
        Test that scrolling to bottom loads more content.
        ","1321","test_scroll_loads_more_content[chromium]","tests","2026-08-07","passed","2026-08-07","TestInfiniteScrollPage","test_infinite_scroll_page","",""
"
        Test empty required field shows validation error.
        ","5999","test_required_field_empty_shows_error[chromium]","tests","2026-08-07","passed","2026-08-07","TestInputsPage","test_inputs_page","",""
"
        Test that setting the range slider minimum thumb updates the displayed values.
        ","1143","test_set_range_slider_min[chromium]","tests","2026-08-07","passed","2026-08-07","TestHorizontalSliderPage","test_horizontal_slider_page","",""
"Test that no delete buttons are present initially.","13","test_initial_state[chromium]","tests","2026-08-07","passed","2026-08-07","TestAddRemoveElementsPage","test_add_remove_elements_page","",""
"Test that the Basic Auth page loads.","1901","test_basic_auth_page_loads[chromium]","tests","2026-08-07","passed","2026-08-07","TestBasicAuthPage","test_basic_auth_page","",""
"
        Test that the instruction text is visible.
        ","1399","test_instruction_text_is_visible[chromium]","tests","2026-08-07","passed","2026-08-07","TestFileDownloadPage","test_file_download_page","",""
"
        Test that the iFrame element is present on the page.
        ","1381","test_iframe_is_present[chromium]","tests","2026-08-07","passed","2026-08-07","TestIFramePage","test_iframe_page","",""
"
        Test invalid email format shows validation error.
        ","1974","test_invalid_email_shows_error[chromium]","tests","2026-08-07","passed","2026-08-07","TestInputsPage","test_inputs_page","",""
"
        Test that the exit intent modal has the expected title.
        ","1387","test_modal_has_title[chromium]","tests","2026-08-07","passed","2026-08-07","TestExitIntentPage","test_exit_intent_page","",""
"
        Test typing text into iFrame without clearing first (appends to existing content).
        ","1481","test_type_text_without_clearing[chromium]","tests","2026-08-07","passed","2026-08-07","TestIFramePage","test_iframe_page","",""
"
        Test that a checkbox can be toggled from unchecked to checked and back.
        ","969","test_toggle_checkbox[chromium]","tests","2026-08-07","passed","2026-08-07","TestCheckboxesPage","test_checkboxes_page","",""
"
        Test that the new window description text is visible.
        ","2943","test_new_window_description_is_visible[chromium]","tests","2026-08-07","passed","2026-08-07","TestMultipleWindowsPage","test_multiple_windows_page","",""
"
        Test that the instruction text is visible.
        ","912","test_instruction_text_is_visible[chromium]","tests","2026-08-07","passed","2026-08-07","TestMultipleWindowsPage","test_multiple_windows_page","",""
"Test that newly created elements display the correct 'Element N' text.","1969","test_button_text[chromium]","tests","2026-08-07","passed","2026-08-07","TestAddRemoveElementsPage","test_add_remove_elements_page","",""
"
        Test that the file input element is present in the DOM.
        File inputs are typically hidden but should be attached.
        ","1363","test_file_input_is_present[chromium]","tests","2026-08-07","passed","2026-08-07","TestFileUploadPage","test_file_upload_page","",""
"
        Test that the Download File button is visible.
        ","900","test_download_button_is_visible[chromium]","tests","2026-08-07","passed","2026-08-07","TestFileDownloadPage","test_file_download_page","",""
"
        Test that all input fields are visible on the page.
        ","915","test_all_input_fields_are_visible[chromium]","tests","2026-08-07","passed","2026-08-07","TestInputsPage","test_inputs_page","",""
"
        Test that the Where am I? button is visible.
        ","1905","test_where_am_i_button_is_visible[chromium]","tests","2026-08-07","passed","2026-08-07","TestGeolocationPage","test_geolocation_page","",""
"
        Test that the instruction text is visible.
        ","884","test_instruction_text_is_visible[chromium]","tests","2026-08-07","passed","2026-08-07","TestHoversPage","test_hovers_page","",""
"
        Test that the modal window appears after navigating to the page.
        ","5862","test_modal_appears_on_page_load[chromium]","tests","2026-08-07","passed","2026-08-07","TestEntryAdPage","test_entry_ad_page","",""
"
        Test that dragging the item from column A to column D works.
        ","1413","test_drag_item_to_column_d[chromium]","tests","2026-08-07","passed","2026-08-07","TestDragAndDropPage","test_drag_and_drop_page","",""
"
        Test that the Upload button is visible.
        ","876","test_upload_button_is_visible[chromium]","tests","2026-08-07","passed","2026-08-07","TestFileUploadPage","test_file_upload_page","",""
"
        Test that typing in the combobox search filters the available options.
        ","3969","test_combobox_search_filters_options[chromium]","tests","2026-08-07","passed","2026-08-07","TestDropdownPage","test_dropdown_page","",""
"
        Test that selecting Apple from the simple dropdown updates the confirmation text.
        ","1444","test_simple_dropdown_select_apple[chromium]","tests","2026-08-07","passed","2026-08-07","TestDropdownPage","test_dropdown_page","",""
"
        Test that the Example 1 content displays the expected text.
        ","4409","test_example1_content_text_is_correct[chromium]","tests","2026-08-07","passed","2026-08-07","TestDynamicLoadingPage","test_dynamic_loading_page","",""
"
        Test valid form submission.
        ","1000","test_valid_form_submission[chromium]","tests","2026-08-07","passed","2026-08-07","TestInputsPage","test_inputs_page","",""
"
        Test that the instruction text is visible.
        ","885","test_instruction_text_is_visible[chromium]","tests","2026-08-07","passed","2026-08-07","TestJavaScriptAlertsPage","test_javascript_alerts_page","",""
"
        Test that the page heading is visible.
        ","387","test_page_heading_is_visible[chromium]","tests","2026-08-07","passed","2026-08-07","TestFileUploadPage","test_file_upload_page","",""
"
        Test that clicking Start in Example 1 reveals the hidden content.
        ","1908","test_example1_content_becomes_visible_after_start[chromium]","tests","2026-08-07","passed","2026-08-07","TestDynamicLoadingPage","test_dynamic_loading_page","",""
"
        Test that searching for React in the combobox and selecting it updates the button text.
        ","2188","test_combobox_search_and_select_react[chromium]","tests","2026-08-07","passed","2026-08-07","TestDropdownPage","test_dropdown_page","",""
"
        Test that the Stale Element Monster heading is visible.
        ","1394","test_page_heading_is_visible[chromium]","tests","2026-08-07","passed","2026-08-07","TestStaleElementPage","test_stale_element_page","",""
"
        Test that the input field is visible.
        ","2389","test_input_field_is_visible[chromium]","tests","2026-08-07","passed","2026-08-07","TestKeyPressesPage","test_key_presses_page","",""
"Verify that the mid resource status banner appears after loading.","16307","test_mid_resource_banner_visible[chromium]","tests","2026-08-07","passed","2026-08-07","TestSlowResourcesPage","test_slow_resources_page","",""
"Test removing multiple elements updates the list correctly.","3140","test_remove_multiple_elements[chromium]","tests","2026-08-07","passed","2026-08-07","TestAddRemoveElementsPage","test_add_remove_elements_page","",""
"
        Test that clicking the Download File button downloads sample-file.txt.
        ","1058","test_download_file[chromium]","tests","2026-08-07","passed","2026-08-07","TestFileDownloadPage","test_file_download_page","",""
"
        Test that the page description and canvas elements are visible.
        ","900","test_description_and_canvas_are_visible[chromium]","tests","2026-08-07","passed","2026-08-07","TestChallengingDomPage","test_challenging_dom_page","",""
"
        Test that the instruction text is visible.
        ","1908","test_instruction_text_is_visible[chromium]","tests","2026-08-07","passed","2026-08-07","TestDisappearingElementsPage","test_disappearing_elements_page","",""
"
        Test that the Inputs page heading is visible.
        ","1900","test_page_heading_is_visible[chromium]","tests","2026-08-07","passed","2026-08-07","TestInputsPage","test_inputs_page","",""
"
        Test that the Dynamic Controls heading is visible.
        ","1383","test_page_heading_is_visible[chromium]","tests","2026-08-07","passed","2026-08-07","TestDynamicControlsPage","test_dynamic_controls_page","",""
"
        Test that the Dynamic Loading heading is visible.
        ","2944","test_page_heading_is_visible[chromium]","tests","2026-08-07","passed","2026-08-07","TestDynamicLoadingPage","test_dynamic_loading_page","",""
"
        Test that clicking the Contact Us tab shows the Contact Us content.
        ","1366","test_click_contact_us_tab_shows_content[chromium]","tests","2026-08-07","passed","2026-08-07","TestDisappearingElementsPage","test_disappearing_elements_page","",""
"
        Test that the iFrame page heading is visible.
        ","873","test_page_heading_is_visible[chromium]","tests","2026-08-07","passed","2026-08-07","TestIFramePage","test_iframe_page","",""
"
        Test that parent page content is still accessible while working with iFrame.
        ","901","test_parent_page_content_accessible[chromium]","tests","2026-08-07","passed","2026-08-07","TestIFramePage","test_iframe_page","",""
"
        Test that clicking Start in Example 2 loads the content after the async request.
        ","3162","test_example2_content_appears_after_start[chromium]","tests","2026-08-07","passed","2026-08-07","TestDynamicLoadingPage","test_dynamic_loading_page","",""
"
        Test that the stale button has the expected label text.
        ","878","test_stale_button_label_is_correct[chromium]","tests","2026-08-07","passed","2026-08-07","TestStaleElementPage","test_stale_element_page","",""
